purchase_id,product_id,supplier_id,purchase_date,batch_number,expiry_date,quantity_purchased,purchase_price
421,42,4,2024-03-13,B42_20240313,2024-07-11,364,35.8
422,43,4,2023-04-01,B43_20230401,2023-07-30,1009,32.26
423,43,4,2023-07-04,B43_20230704,2023-11-01,931,32.26
424,43,4,2023-09-12,B43_20230912,2024-01-10,927,32.26
425,43,4,2023-12-12,B43_20231212,2024-04-10,1133,32.26
426,43,4,2024-03-16,B43_20240316,2024-07-14,1091,32.26
427,44,4,2023-04-01,B44_20230401,2023-07-30,444,46.26
428,44,4,2023-04-20,B44_20230420,2023-08-18,396,46.26
429,44,4,2023-05-09,B44_20230509,2023-09-06,356,46.26
430,44,4,2023-05-30,B44_20230530,2023-09-27,443,46.26
431,44,4,2023-06-23,B44_20230623,2023-10-21,456,46.26
432,44,4,2023-07-16,B44_20230716,2023-11-13,350,46.26
433,44,4,2023-08-09,B44_20230809,2023-12-07,341,46.26
434,44,4,2023-08-28,B44_20230828,2023-12-26,394,46.26
435,44,4,2023-09-19,B44_20230919,2024-01-17,410,46.26
436,44,4,2023-10-12,B44_20231012,2024-02-09,353,46.26
437,44,4,2023-11-02,B44_20231102,2024-03-01,396,46.26
438,44,4,2023-11-25,B44_20231125,2024-03-24,449,46.26
439,44,4,2023-12-16,B44_20231216,2024-04-14,417,46.26
440,44,4,2024-01-10,B44_20240110,2024-05-09,449,46.26
441,44,4,2024-02-01,B44_20240201,2024-05-31,417,46.26
442,44,4,2024-02-20,B44_20240220,2024-06-19,356,46.26
443,44,4,2024-03-09,B44_20240309,2024-07-07,376,46.26
444,45,5,2023-04-01,B45_20230401,2023-07-30,1150,15.35
445,45,5,2023-06-12,B45_20230612,2023-10-10,1451,15.35
446,45,5,2023-08-20,B45_20230820,2023-12-18,1256,15.35
447,45,5,2023-11-04,B45_20231104,2024-03-03,1366,15.35
448,45,5,2024-01-31,B45_20240131,2024-05-30,1376,15.35
449,46,6,2023-04-01,B46_20230401,2023-07-30,975,34.52
450,46,6,2023-06-28,B46_20230628,2023-10-26,1067,34.52
451,46,6,2023-09-29,B46_20230929,2024-01-27,974,34.52
452,46,6,2023-12-06,B46_20231206,2024-04-04,1100,34.52
453,46,6,2024-02-28,B46_20240228,2024-06-27,972,34.52
454,47,6,2023-04-01,B47_20230401,2023-07-30,728,8.93
455,47,6,2023-05-17,B47_20230517,2023-09-14,713,8.93
456,47,6,2023-07-05,B47_20230705,2023-11-02,885,8.93
457,47,6,2023-08-20,B47_20230820,2023-12-18,686,8.93
458,47,6,2023-10-05,B47_20231005,2024-02-02,790,8.93
459,47,6,2023-11-20,B47_20231120,2024-03-19,677,8.93
460,47,6,2024-01-02,B47_20240102,2024-05-01,707,8.93
461,47,6,2024-02-09,B47_20240209,2024-06-08,885,8.93
462,47,6,2024-03-29,B47_20240329,2024-07-27,684,8.93
463,48,5,2023-04-01,B48_20230401,2023-07-30,813,13.0
464,48,5,2023-05-06,B48_20230506,2023-09-03,674,13.0
465,48,5,2023-06-20,B48_20230620,2023-10-18,719,13.0
466,48,5,2023-07-29,B48_20230729,2023-11-26,847,13.0
467,48,5,2023-09-08,B48_20230908,2024-01-06,679,13.0
468,48,5,2023-10-19,B48_20231019,2024-02-16,800,13.0
469,48,5,2023-11-30,B48_20231130,2024-03-29,739,13.0
470,48,5,2024-01-08,B48_20240108,2024-05-07,847,13.0
471,48,5,2024-02-12,B48_20240212,2024-06-11,727,13.0
472,48,5,2024-03-22,B48_20240322,2024-07-20,894,13.0
473,49,5,2023-04-01,B49_20230401,2023-07-30,653,47.02
474,49,5,2023-05-09,B49_20230509,2023-09-06,628,47.02
475,49,5,2023-06-13,B49_20230613,2023-10-11,533,47.02
476,49,5,2023-07-29,B49_20230729,2023-11-26,652,47.02
477,49,5,2023-09-09,B49_20230909,2024-01-07,615,47.02
478,49,5,2023-10-14,B49_20231014,2024-02-11,541,47.02
479,49,5,2023-11-19,B49_20231119,2024-03-18,532,47.02
480,49,5,2024-01-06,B49_20240106,2024-05-05,604,47.02
481,49,5,2024-02-12,B49_20240212,2024-06-11,595,47.02
482,49,5,2024-03-29,B49_20240329,2024-07-27,602,47.02
483,50,4,2023-04-01,B50_20230401,2023-07-30,768,21.43
484,50,4,2023-05-13,B50_20230513,2023-09-10,884,21.43
485,50,4,2023-06-18,B50_20230618,2023-10-16,833,21.43
486,50,4,2023-08-01,B50_20230801,2023-11-29,770,21.43
487,50,4,2023-09-05,B50_20230905,2024-01-03,677,21.43
488,50,4,2023-10-25,B50_20231025,2024-02-22,861,21.43
489,50,4,2023-12-12,B50_20231212,2024-04-10,823,21.43
490,50,4,2024-01-31,B50_20240131,2024-05-30,829,21.43
491,50,4,2024-03-20,B50_20240320,2024-07-18,680,21.43
492,51,5,2023-04-01,B51_20230401,2023-07-30,567,38.04
493,51,5,2023-05-10,B51_20230510,2023-09-07,521,38.04
494,51,5,2023-06-22,B51_20230622,2023-10-20,622,38.04
495,51,5,2023-08-06,B51_20230806,2023-12-04,578,38.04
496,51,5,2023-09-19,B51_20230919,2024-01-17,591,38.04
497,51,5,2023-11-06,B51_20231106,2024-03-05,527,38.04
498,51,5,2023-12-14,B51_20231214,2024-04-12,663,38.04
499,51,5,2024-01-24,B51_20240124,2024-05-23,587,38.04
500,51,5,2024-03-06,B51_20240306,2024-07-04,584,38.04
501,52,6,2023-04-01,B52_20230401,2023-07-30,1260,19.28
502,52,6,2023-06-28,B52_20230628,2023-10-26,1142,19.28
503,52,6,2023-09-14,B52_20230914,2024-01-12,1226,19.28
504,52,6,2023-11-26,B52_20231126,2024-03-25,1250,19.28
505,52,6,2024-02-03,B52_20240203,2024-06-02,1372,19.28
506,53,4,2023-04-01,B53_20230401,2023-07-30,522,35.81
507,53,4,2023-05-08,B53_20230508,2023-09-05,526,35.81
508,53,4,2023-06-15,B53_20230615,2023-10-13,644,35.81
509,53,4,2023-07-31,B53_20230731,2023-11-28,656,35.81
510,53,4,2023-09-05,B53_20230905,2024-01-03,615,35.81
511,53,4,2023-10-20,B53_20231020,2024-02-17,630,35.81
512,53,4,2023-12-07,B53_20231207,2024-04-05,573,35.81
513,53,4,2024-01-24,B53_20240124,2024-05-23,666,35.81
514,53,4,2024-02-29,B53_20240229,2024-06-28,684,35.81
515,54,4,2023-04-01,B54_20230401,2023-07-30,745,23.84
516,54,4,2023-05-12,B54_20230512,2023-09-09,699,23.84
517,54,4,2023-07-01,B54_20230701,2023-10-29,715,23.84
518,54,4,2023-08-08,B54_20230808,2023-12-06,744,23.84
519,54,4,2023-09-23,B54_20230923,2024-01-21,689,23.84
520,54,4,2023-11-05,B54_20231105,2024-03-04,797,23.84
521,54,4,2023-12-23,B54_20231223,2024-04-21,860,23.84
522,54,4,2024-01-27,B54_20240127,2024-05-26,805,23.84
523,54,4,2024-03-10,B54_20240310,2024-07-08,669,23.84
524,55,5,2023-04-01,B55_20230401,2023-07-30,1060,41.06
525,55,5,2023-06-14,B55_20230614,2023-10-12,1126,41.06
526,55,5,2023-08-29,B55_20230829,2023-12-27,851,41.06
527,55,5,2023-11-29,B55_20231129,2024-03-28,892,41.06
528,55,5,2024-02-23,B55_20240223,2024-06-22,970,41.06
529,56,5,2023-04-01,B56_20230401,2023-07-30,1945,9.39
530,56,5,2023-06-07,B56_20230607,2023-10-05,1790,9.39
531,56,5,2023-08-24,B56_20230824,2023-12-22,1632,9.39
532,56,5,2023-11-06,B56_20231106,2024-03-05,1894,9.39
533,56,5,2024-01-28,B56_20240128,2024-05-27,1849,9.39
534,57,6,2023-04-01,B57_20230401,2023-07-30,358,32.0
535,57,6,2023-04-19,B57_20230419,2023-08-17,420,32.0
536,57,6,2023-05-11,B57_20230511,2023-09-08,393,32.0
537,57,6,2023-06-04,B57_20230604,2023-10-02,398,32.0
538,57,6,2023-06-29,B57_20230629,2023-10-27,389,32.0
539,57,6,2023-07-20,B57_20230720,2023-11-17,430,32.0
540,57,6,2023-08-08,B57_20230808,2023-12-06,381,32.0
541,57,6,2023-08-27,B57_20230827,2023-12-25,373,32.0
542,57,6,2023-09-21,B57_20230921,2024-01-19,403,32.0
543,57,6,2023-10-13,B57_20231013,2024-02-10,345,32.0
544,57,6,2023-11-06,B57_20231106,2024-03-05,458,32.0
545,57,6,2023-11-24,B57_20231124,2024-03-23,340,32.0
546,57,6,2023-12-16,B57_20231216,2024-04-14,453,32.0
547,57,6,2024-01-05,B57_20240105,2024-05-04,431,32.0
548,57,6,2024-01-27,B57_20240127,2024-05-26,379,32.0
549,57,6,2024-02-14,B57_20240214,2024-06-13,399,32.0
550,57,6,2024-03-09,B57_20240309,2024-07-07,361,32.0
551,58,6,2023-04-01,B58_20230401,2023-07-30,1312,15.55
552,58,6,2023-06-12,B58_20230612,2023-10-10,1300,15.55
553,58,6,2023-09-11,B58_20230911,2024-01-09,1365,15.55
554,58,6,2023-11-26,B58_20231126,2024-03-25,1133,15.55
555,58,6,2024-02-26,B58_20240226,2024-06-25,1394,15.55
556,59,5,2023-04-01,B59_20230401,2023-07-30,513,47.27
557,59,5,2023-05-08,B59_20230508,2023-09-05,665,47.27
558,59,5,2023-06-25,B59_20230625,2023-10-23,613,47.27
559,59,5,2023-08-12,B59_20230812,2023-12-10,562,47.27
560,59,5,2023-09-28,B59_20230928,2024-01-26,513,47.27
561,59,5,2023-11-12,B59_20231112,2024-03-11,540,47.27
562,59,5,2023-12-31,B59_20231231,2024-04-29,659,47.27
563,59,5,2024-02-15,B59_20240215,2024-06-14,525,47.27
564,59,5,2024-03-24,B59_20240324,2024-07-22,553,47.27
565,60,4,2023-04-01,B60_20230401,2023-07-30,785,18.19
566,60,4,2023-05-18,B60_20230518,2023-09-15,866,18.19
567,60,4,2023-07-02,B60_20230702,2023-10-30,714,18.19
568,60,4,2023-08-11,B60_20230811,2023-12-09,680,18.19
569,60,4,2023-09-18,B60_20230918,2024-01-16,787,18.19
570,60,4,2023-10-29,B60_20231029,2024-02-26,874,18.19
571,60,4,2023-12-14,B60_20231214,2024-04-12,745,18.19
572,60,4,2024-01-22,B60_20240122,2024-05-21,718,18.19
573,60,4,2024-03-01,B60_20240301,2024-06-29,722,18.19
574,61,4,2023-04-01,B61_20230401,2023-07-30,618,41.94
575,61,4,2023-05-08,B61_20230508,2023-09-05,541,41.94
576,61,4,2023-06-27,B61_20230627,2023-10-25,593,41.94
577,61,4,2023-08-15,B61_20230815,2023-12-13,632,41.94
578,61,4,2023-09-29,B61_20230929,2024-01-27,665,41.94
579,61,4,2023-11-13,B61_20231113,2024-03-12,537,41.94
580,61,4,2023-12-20,B61_20231220,2024-04-18,594,41.94
581,61,4,2024-02-02,B61_20240202,2024-06-01,653,41.94
582,61,4,2024-03-09,B61_20240309,2024-07-07,573,41.94
583,62,5,2023-04-01,B62_20230401,2023-07-30,943,40.53
584,62,5,2023-06-19,B62_20230619,2023-10-17,861,40.53
585,62,5,2023-09-03,B62_20230903,2024-01-01,1099,40.53
586,62,5,2023-11-09,B62_20231109,2024-03-08,1043,40.53
587,62,5,2024-02-09,B62_20240209,2024-06-08,877,40.53
588,63,4,2023-04-01,B63_20230401,2023-07-30,400,50.55
589,63,4,2023-04-26,B63_20230426,2023-08-24,409,50.55
590,63,4,2023-05-14,B63_20230514,2023-09-11,393,50.55
591,63,4,2023-06-04,B63_20230604,2023-10-02,378,50.55
592,63,4,2023-06-29,B63_20230629,2023-10-27,400,50.55
593,63,4,2023-07-17,B63_20230717,2023-11-14,394,50.55
594,63,4,2023-08-09,B63_20230809,2023-12-07,457,50.55
595,63,4,2023-08-28,B63_20230828,2023-12-26,400,50.55
596,63,4,2023-09-17,B63_20230917,2024-01-15,344,50.55
597,63,4,2023-10-12,B63_20231012,2024-02-09,458,50.55
598,63,4,2023-11-01,B63_20231101,2024-02-29,383,50.55
599,63,4,2023-11-23,B63_20231123,2024-03-22,386,50.55
600,63,4,2023-12-16,B63_20231216,2024-04-14,421,50.55
601,63,4,2024-01-03,B63_20240103,2024-05-02,434,50.55
602,63,4,2024-01-26,B63_20240126,2024-05-25,347,50.55
603,63,4,2024-02-14,B63_20240214,2024-06-13,406,50.55
604,63,4,2024-03-09,B63_20240309,2024-07-07,374,50.55
605,63,4,2024-03-29,B63_20240329,2024-07-27,380,50.55
606,64,5,2023-04-01,B64_20230401,2023-07-30,877,16.2
607,64,5,2023-05-15,B64_20230515,2023-09-12,889,16.2
608,64,5,2023-07-01,B64_20230701,2023-10-29,693,16.2
609,64,5,2023-08-07,B64_20230807,2023-12-05,735,16.2
610,64,5,2023-09-23,B64_20230923,2024-01-21,813,16.2
611,64,5,2023-11-07,B64_20231107,2024-03-06,853,16.2
612,64,5,2023-12-14,B64_20231214,2024-04-12,814,16.2
613,64,5,2024-01-31,B64_20240131,2024-05-30,781,16.2
614,64,5,2024-03-06,B64_20240306,2024-07-04,747,16.2
615,65,5,2023-04-01,B65_20230401,2023-07-30,681,45.73
616,65,5,2023-05-16,B65_20230516,2023-09-13,680,45.73
617,65,5,2023-07-05,B65_20230705,2023-11-02,544,45.73
618,65,5,2023-08-13,B65_20230813,2023-12-11,537,45.73
619,65,5,2023-09-26,B65_20230926,2024-01-24,661,45.73
620,65,5,2023-11-03,B65_20231103,2024-03-02,601,45.73
621,65,5,2023-12-09,B65_20231209,2024-04-07,629,45.73
622,65,5,2024-01-17,B65_20240117,2024-05-16,617,45.73
623,65,5,2024-02-25,B65_20240225,2024-06-24,539,45.73
624,66,5,2023-04-01,B66_20230401,2023-07-30,1066,44.17
625,66,5,2023-06-06,B66_20230606,2023-10-04,973,44.17
626,66,5,2023-08-31,B66_20230831,2023-12-29,1065,44.17
627,66,5,2023-11-18,B66_20231118,2024-03-17,1033,44.17
628,66,5,2024-02-15,B66_20240215,2024-06-14,1074,44.17
629,67,4,2023-04-01,B67_20230401,2023-07-30,478,18.15
630,67,4,2023-04-22,B67_20230422,2023-08-20,490,18.15
631,67,4,2023-05-17,B67_20230517,2023-09-14,583,18.15
632,67,4,2023-06-07,B67_20230607,2023-10-05,499,18.15
633,67,4,2023-07-02,B67_20230702,2023-10-30,514,18.15
634,67,4,2023-07-24,B67_20230724,2023-11-21,563,18.15
635,67,4,2023-08-17,B67_20230817,2023-12-15,592,18.15
636,67,4,2023-09-07,B67_20230907,2024-01-05,566,18.15
637,67,4,2023-09-27,B67_20230927,2024-01-25,578,18.15
638,67,4,2023-10-15,B67_20231015,2024-02-12,542,18.15
639,67,4,2023-11-07,B67_20231107,2024-03-06,528,18.15
640,67,4,2023-11-26,B67_20231126,2024-03-25,552,18.15
641,67,4,2023-12-15,B67_20231215,2024-04-13,486,18.15
642,67,4,2024-01-04,B67_20240104,2024-05-03,484,18.15
643,67,4,2024-01-24,B67_20240124,2024-05-23,571,18.15
644,67,4,2024-02-12,B67_20240212,2024-06-11,589,18.15
645,67,4,2024-03-04,B67_20240304,2024-07-02,569,18.15
646,67,4,2024-03-27,B67_20240327,2024-07-25,587,18.15
647,68,5,2023-04-01,B68_20230401,2023-07-30,895,21.73
648,68,5,2023-05-13,B68_20230513,2023-09-10,950,21.73
649,68,5,2023-06-24,B68_20230624,2023-10-22,930,21.73
650,68,5,2023-08-08,B68_20230808,2023-12-06,1077,21.73
651,68,5,2023-09-21,B68_20230921,2024-01-19,1159,21.73
652,68,5,2023-10-30,B68_20231030,2024-02-27,1109,21.73
653,68,5,2023-12-04,B68_20231204,2024-04-02,1096,21.73
654,68,5,2024-01-14,B68_20240114,2024-05-13,1143,21.73
655,68,5,2024-03-02,B68_20240302,2024-06-30,891,21.73
656,69,4,2023-04-01,B69_20230401,2023-07-30,1152,9.95
657,69,4,2023-06-12,B69_20230612,2023-10-10,1268,9.95
658,69,4,2023-09-10,B69_20230910,2024-01-08,1347,9.95
659,69,4,2023-11-16,B69_20231116,2024-03-15,1148,9.95
660,69,4,2024-02-17,B69_20240217,2024-06-16,1299,9.95
661,70,5,2023-04-01,B70_20230401,2023-07-30,512,45.33
662,70,5,2023-05-13,B70_20230513,2023-09-10,639,45.33
663,70,5,2023-06-26,B70_20230626,2023-10-24,587,45.33
664,70,5,2023-08-11,B70_20230811,2023-12-09,553,45.33
665,70,5,2023-09-28,B70_20230928,2024-01-26,543,45.33
666,70,5,2023-11-04,B70_20231104,2024-03-03,604,45.33
667,70,5,2023-12-20,B70_20231220,2024-04-18,522,45.33
668,70,5,2024-01-24,B70_20240124,2024-05-23,580,45.33
669,70,5,2024-03-14,B70_20240314,2024-07-12,517,45.33
670,71,5,2023-04-01,B71_20230401,2023-07-30,1144,37.02
671,71,5,2023-06-13,B71_20230613,2023-10-11,1074,37.02
672,71,5,2023-08-28,B71_20230828,2023-12-26,1086,37.02
673,71,5,2023-11-12,B71_20231112,2024-03-11,922,37.02
674,71,5,2024-02-06,B71_20240206,2024-06-05,1038,37.02
675,72,6,2023-04-01,B72_20230401,2023-07-30,558,50.93
676,72,6,2023-04-21,B72_20230421,2023-08-19,459,50.93
677,72,6,2023-05-11,B72_20230511,2023-09-08,594,50.93
678,72,6,2023-06-05,B72_20230605,2023-10-03,570,50.93
679,72,6,2023-06-24,B72_20230624,2023-10-22,592,50.93
680,72,6,2023-07-12,B72_20230712,2023-11-09,471,50.93
681,72,6,2023-08-02,B72_20230802,2023-11-30,578,50.93
682,72,6,2023-08-24,B72_20230824,2023-12-22,561,50.93
683,72,6,2023-09-18,B72_20230918,2024-01-16,504,50.93
684,72,6,2023-10-09,B72_20231009,2024-02-06,516,50.93
685,72,6,2023-10-27,B72_20231027,2024-02-24,576,50.93
686,72,6,2023-11-15,B72_20231115,2024-03-14,573,50.93
687,72,6,2023-12-09,B72_20231209,2024-04-07,594,50.93
688,72,6,2024-01-02,B72_20240102,2024-05-01,486,50.93
689,72,6,2024-01-27,B72_20240127,2024-05-26,526,50.93
690,72,6,2024-02-18,B72_20240218,2024-06-17,592,50.93
691,72,6,2024-03-08,B72_20240308,2024-07-06,548,50.93
692,72,6,2024-03-28,B72_20240328,2024-07-26,526,50.93
693,73,5,2023-04-01,B73_20230401,2023-07-30,569,33.21
694,73,5,2023-05-15,B73_20230515,2023-09-12,565,33.21
695,73,5,2023-07-02,B73_20230702,2023-10-30,539,33.21
696,73,5,2023-08-20,B73_20230820,2023-12-18,573,33.21
697,73,5,2023-09-25,B73_20230925,2024-01-23,640,33.21
698,73,5,2023-11-10,B73_20231110,2024-03-09,620,33.21
699,73,5,2023-12-28,B73_20231228,2024-04-26,559,33.21
700,73,5,2024-02-02,B73_20240202,2024-06-01,523,33.21
701,73,5,2024-03-20,B73_20240320,2024-07-18,575,33.21
702,74,4,2023-04-01,B74_20230401,2023-07-30,1135,35.16
703,74,4,2023-06-09,B74_20230609,2023-10-07,1104,35.16
704,74,4,2023-09-03,B74_20230903,2024-01-01,1084,35.16
705,74,4,2023-11-08,B74_20231108,2024-03-07,887,35.16
706,74,4,2024-01-19,B74_20240119,2024-05-18,1083,35.16
707,75,5,2023-04-01,B75_20230401,2023-07-30,575,35.25
708,75,5,2023-05-07,B75_20230507,2023-09-04,618,35.25
709,75,5,2023-06-25,B75_20230625,2023-10-23,680,35.25
710,75,5,2023-08-10,B75_20230810,2023-12-08,589,35.25
711,75,5,2023-09-16,B75_20230916,2024-01-14,613,35.25
712,75,5,2023-11-01,B75_20231101,2024-02-29,581,35.25
713,75,5,2023-12-14,B75_20231214,2024-04-12,554,35.25
714,75,5,2024-01-21,B75_20240121,2024-05-20,514,35.25
715,75,5,2024-03-01,B75_20240301,2024-06-29,599,35.25
716,76,5,2023-04-01,B76_20230401,2023-07-30,1461,17.51
717,76,5,2023-06-08,B76_20230608,2023-10-06,1207,17.51
718,76,5,2023-08-20,B76_20230820,2023-12-18,1379,17.51
719,76,5,2023-10-30,B76_20231030,2024-02-27,1493,17.51
720,76,5,2024-01-12,B76_20240112,2024-05-11,1375,17.51
721,77,5,2023-04-01,B77_20230401,2023-07-30,910,30.95
722,77,5,2023-06-09,B77_20230609,2023-10-07,1105,30.95
723,77,5,2023-08-27,B77_20230827,2023-12-25,901,30.95
724,77,5,2023-11-22,B77_20231122,2024-03-21,983,30.95
725,77,5,2024-01-28,B77_20240128,2024-05-27,1093,30.95
726,78,6,2023-04-01,B78_20230401,2023-07-30,1103,49.21
727,78,6,2023-06-15,B78_20230615,2023-10-13,1050,49.21
728,78,6,2023-09-10,B78_20230910,2024-01-08,869,49.21
729,78,6,2023-12-01,B78_20231201,2024-03-30,937,49.21
730,78,6,2024-02-13,B78_20240213,2024-06-12,1105,49.21
731,79,4,2023-04-01,B79_20230401,2023-07-30,637,26.91
732,79,4,2023-05-11,B79_20230511,2023-09-08,652,26.91
733,79,4,2023-06-22,B79_20230622,2023-10-20,531,26.91
734,79,4,2023-08-02,B79_20230802,2023-11-30,652,26.91
735,79,4,2023-09-13,B79_20230913,2024-01-11,652,26.91
736,79,4,2023-10-18,B79_20231018,2024-02-15,574,26.91
737,79,4,2023-12-03,B79_20231203,2024-04-01,594,26.91
738,79,4,2024-01-11,B79_20240111,2024-05-10,620,26.91
739,79,4,2024-02-17,B79_20240217,2024-06-16,521,26.91
740,80,5,2023-04-01,B80_20230401,2023-07-30,1494,22.04
741,80,5,2023-06-28,B80_20230628,2023-10-26,1291,22.04
742,80,5,2023-09-14,B80_20230914,2024-01-12,1404,22.04
743,80,5,2023-12-14,B80_20231214,2024-04-12,1329,22.04
744,80,5,2024-02-21,B80_20240221,2024-06-20,1484,22.04
745,81,6,2023-04-01,B81_20230401,2023-07-30,523,30.65
746,81,6,2023-05-20,B81_20230520,2023-09-17,632,30.65
747,81,6,2023-07-05,B81_20230705,2023-11-02,533,30.65
748,81,6,2023-08-14,B81_20230814,2023-12-12,648,30.65
749,81,6,2023-09-22,B81_20230922,2024-01-20,587,30.65
750,81,6,2023-10-28,B81_20231028,2024-02-25,659,30.65
751,81,6,2023-12-06,B81_20231206,2024-04-04,564,30.65
752,81,6,2024-01-15,B81_20240115,2024-05-14,568,30.65
753,81,6,2024-02-26,B81_20240226,2024-06-25,572,30.65
754,82,5,2023-04-01,B82_20230401,2023-07-30,441,39.13
755,82,5,2023-04-23,B82_20230423,2023-08-21,363,39.13
756,82,5,2023-05-15,B82_20230515,2023-09-12,355,39.13
757,82,5,2023-06-06,B82_20230606,2023-10-04,413,39.13
758,82,5,2023-06-25,B82_20230625,2023-10-23,400,39.13
759,82,5,2023-07-15,B82_20230715,2023-11-12,411,39.13
760,82,5,2023-08-04,B82_20230804,2023-12-02,360,39.13
761,82,5,2023-08-27,B82_20230827,2023-12-25,441,39.13
762,82,5,2023-09-14,B82_20230914,2024-01-12,439,39.13
763,82,5,2023-10-02,B82_20231002,2024-01-30,349,39.13
764,82,5,2023-10-24,B82_20231024,2024-02-21,418,39.13
765,82,5,2023-11-17,B82_20231117,2024-03-16,414,39.13
766,82,5,2023-12-05,B82_20231205,2024-04-03,399,39.13
767,82,5,2023-12-27,B82_20231227,2024-04-25,417,39.13
768,82,5,2024-01-18,B82_20240118,2024-05-17,397,39.13
769,82,5,2024-02-11,B82_20240211,2024-06-10,375,39.13
770,82,5,2024-03-01,B82_20240301,2024-06-29,422,39.13
771,82,5,2024-03-21,B82_20240321,2024-07-19,392,39.13
772,83,4,2023-04-01,B83_20230401,2023-07-30,989,38.1
773,83,4,2023-06-15,B83_20230615,2023-10-13,1031,38.1
774,83,4,2023-08-29,B83_20230829,2023-12-27,1108,38.1
775,83,4,2023-11-12,B83_20231112,2024-03-11,1070,38.1
776,83,4,2024-02-12,B83_20240212,2024-06-11,953,38.1
777,84,6,2023-04-01,B84_20230401,2023-07-30,355,36.09
778,84,6,2023-04-24,B84_20230424,2023-08-22,401,36.09
779,84,6,2023-05-13,B84_20230513,2023-09-10,378,36.09
780,84,6,2023-06-07,B84_20230607,2023-10-05,354,36.09
781,84,6,2023-07-02,B84_20230702,2023-10-30,369,36.09
782,84,6,2023-07-21,B84_20230721,2023-11-18,346,36.09
783,84,6,2023-08-14,B84_20230814,2023-12-12,443,36.09
784,84,6,2023-09-07,B84_20230907,2024-01-05,369,36.09
785,84,6,2023-09-27,B84_20230927,2024-01-25,437,36.09
786,84,6,2023-10-20,B84_20231020,2024-02-17,362,36.09
787,84,6,2023-11-09,B84_20231109,2024-03-08,399,36.09
788,84,6,2023-12-04,B84_20231204,2024-04-02,399,36.09
789,84,6,2023-12-26,B84_20231226,2024-04-24,399,36.09
790,84,6,2024-01-14,B84_20240114,2024-05-13,453,36.09
791,84,6,2024-02-08,B84_20240208,2024-06-07,456,36.09
792,84,6,2024-02-29,B84_20240229,2024-06-28,410,36.09
793,84,6,2024-03-18,B84_20240318,2024-07-16,346,36.09
794,85,6,2023-04-01,B85_20230401,2023-07-30,1028,22.41
795,85,6,2023-06-26,B85_20230626,2023-10-24,911,22.41
796,85,6,2023-09-26,B85_20230926,2024-01-24,718,22.41
797,85,6,2023-12-08,B85_20231208,2024-04-06,1045,22.41
798,85,6,2024-02-22,B85_20240222,2024-06-21,685,22.41
799,86,9,2023-04-01,B86_20230401,2024-03-31,381,163.92
800,86,9,2023-05-15,B86_20230515,2024-05-14,366,163.92
801,86,9,2023-07-03,B86_20230703,2024-07-02,453,163.92
802,86,9,2023-08-15,B86_20230815,2024-08-14,460,163.92
803,86,9,2023-09-22,B86_20230922,2024-09-21,373,163.92
804,86,9,2023-10-30,B86_20231030,2024-10-29,406,163.92
805,86,9,2023-12-14,B86_20231214,2024-12-13,427,163.92
806,86,9,2024-01-29,B86_20240129,2025-01-28,452,163.92
807,86,9,2024-03-10,B86_20240310,2025-03-10,432,163.92
808,87,8,2023-04-01,B87_20230401,2024-03-31,351,110.22
809,87,8,2023-04-21,B87_20230421,2024-04-20,408,110.22
810,87,8,2023-05-16,B87_20230516,2024-05-15,346,110.22
811,87,8,2023-06-05,B87_20230605,2024-06-04,356,110.22
812,87,8,2023-06-25,B87_20230625,2024-06-24,363,110.22
813,87,8,2023-07-17,B87_20230717,2024-07-16,381,110.22
814,87,8,2023-08-11,B87_20230811,2024-08-10,385,110.22
815,87,8,2023-08-29,B87_20230829,2024-08-28,363,110.22
816,87,8,2023-09-22,B87_20230922,2024-09-21,393,110.22
817,87,8,2023-10-10,B87_20231010,2024-10-09,371,110.22
818,87,8,2023-10-31,B87_20231031,2024-10-30,399,110.22
819,87,8,2023-11-20,B87_20231120,2024-11-19,383,110.22
820,87,8,2023-12-14,B87_20231214,2024-12-13,338,110.22
821,87,8,2024-01-01,B87_20240101,2024-12-31,387,110.22
822,87,8,2024-01-22,B87_20240122,2025-01-21,310,110.22
823,87,8,2024-02-11,B87_20240211,2025-02-10,349,110.22
824,87,8,2024-03-07,B87_20240307,2025-03-07,423,110.22
825,87,8,2024-03-25,B87_20240325,2025-03-25,394,110.22
826,88,9,2023-04-01,B88_20230401,2024-03-31,638,165.37
827,88,9,2023-05-18,B88_20230518,2024-05-17,505,165.37
828,88,9,2023-07-02,B88_20230702,2024-07-01,575,165.37
829,88,9,2023-08-14,B88_20230814,2024-08-13,554,165.37
830,88,9,2023-09-25,B88_20230925,2024-09-24,507,165.37
831,88,9,2023-11-08,B88_20231108,2024-11-07,615,165.37
832,88,9,2023-12-28,B88_20231228,2024-12-27,516,165.37
833,88,9,2024-02-09,B88_20240209,2025-02-08,525,165.37
834,88,9,2024-03-27,B88_20240327,2025-03-27,615,165.37
835,89,9,2023-04-01,B89_20230401,2024-03-31,1090,161.5
836,89,9,2023-06-14,B89_20230614,2024-06-13,841,161.5
837,89,9,2023-08-20,B89_20230820,2024-08-19,878,161.5
838,89,9,2023-11-01,B89_20231101,2024-10-31,964,161.5
839,89,9,2024-01-31,B89_20240131,2025-01-30,984,161.5
840,90,7,2023-04-01,B90_20230401,2024-03-31,391,120.68
