sales_id,product_id,sale_date,retailer_id,quantity_sold,selling_price
734,78,2023-05-22,39,13,54.78
735,80,2023-05-22,183,61,23.89
736,81,2023-05-22,141,79,32.58
737,82,2023-05-22,5,149,42.97
738,83,2023-05-22,68,135,40.37
739,84,2023-05-22,15,153,37.62
740,85,2023-05-22,125,40,23.8
741,87,2023-05-22,216,165,108.95
742,88,2023-05-22,202,88,166.75
743,89,2023-05-22,30,50,164.41
744,90,2023-05-22,70,85,124.93
745,91,2023-05-22,148,129,90.48
746,92,2023-05-22,190,104,137.56
747,95,2023-05-22,6,76,109.82
748,96,2023-05-22,32,270,142.11
749,99,2023-05-22,114,79,189.94
750,102,2023-05-22,173,255,178.27
751,103,2023-05-22,136,53,117.99
752,105,2023-05-22,22,159,103.35
753,106,2023-05-22,51,92,169.93
754,107,2023-05-22,201,131,153.07
755,109,2023-05-22,54,139,194.51
756,111,2023-05-22,151,132,98.76
757,112,2023-05-22,74,23,90.98
758,113,2023-05-22,165,136,75.9
759,114,2023-05-22,27,90,43.19
760,116,2023-05-22,120,80,118.55
761,117,2023-05-22,96,85,151.32
762,118,2023-05-22,183,167,67.83
763,119,2023-05-22,151,150,60.89
764,122,2023-05-22,50,189,29.0
765,124,2023-05-22,197,86,42.9
766,125,2023-05-22,121,90,102.87
767,127,2023-05-22,29,240,124.39
768,128,2023-05-22,77,52,35.44
769,131,2023-05-22,216,113,34.88
770,133,2023-05-22,183,309,72.4
771,134,2023-05-22,76,51,95.61
772,138,2023-05-22,178,16,87.32
773,141,2023-05-22,99,82,112.81
774,142,2023-05-22,59,17,146.4
775,143,2023-05-22,172,124,135.89
776,144,2023-05-22,115,108,150.43
777,145,2023-05-22,180,98,31.06
778,146,2023-05-22,138,162,89.76
779,147,2023-05-22,53,201,65.68
780,150,2023-05-22,153,258,58.04
781,154,2023-05-22,46,91,39.22
782,155,2023-05-22,30,138,111.61
783,157,2023-05-22,82,225,46.96
784,158,2023-05-22,165,199,23.53
785,159,2023-05-22,12,75,108.57
786,161,2023-05-22,32,176,59.17
787,163,2023-05-22,39,82,64.36
788,164,2023-05-22,52,288,32.67
789,166,2023-05-22,100,282,75.17
790,167,2023-05-22,112,74,62.86
791,168,2023-05-22,74,83,47.04
792,169,2023-05-22,44,107,28.62
793,170,2023-05-22,46,27,43.55
794,1,2023-05-29,190,210,45.31
795,2,2023-05-29,124,22,18.96
796,4,2023-05-29,190,162,8.53
797,5,2023-05-29,54,87,37.5
798,8,2023-05-29,152,42,13.21
799,9,2023-05-29,154,163,20.32
800,10,2023-05-29,40,228,14.87
801,11,2023-05-29,139,122,28.88
802,12,2023-05-29,97,34,34.09
803,14,2023-05-29,182,147,33.49
804,15,2023-05-29,212,120,44.51
805,16,2023-05-29,142,133,38.28
806,17,2023-05-29,1,73,9.04
807,18,2023-05-29,21,35,24.38
808,19,2023-05-29,132,126,46.02
809,20,2023-05-29,215,117,19.27
810,24,2023-05-29,51,54,33.31
811,25,2023-05-29,87,86,44.65
812,27,2023-05-29,35,154,11.45
813,28,2023-05-29,165,100,43.58
814,31,2023-05-29,104,237,46.11
815,32,2023-05-29,82,102,35.74
816,33,2023-05-29,108,85,26.33
817,35,2023-05-29,97,71,29.98
818,36,2023-05-29,219,97,9.95
819,39,2023-05-29,219,126,32.69
820,40,2023-05-29,133,14,10.54
821,41,2023-05-29,35,28,52.61
822,42,2023-05-29,194,103,38.5
823,43,2023-05-29,72,45,34.66
824,44,2023-05-29,49,122,49.85
825,45,2023-05-29,83,37,16.99
826,48,2023-05-29,117,97,14.15
827,49,2023-05-29,173,102,51.2
828,51,2023-05-29,149,127,42.23
829,54,2023-05-29,68,261,24.77
830,55,2023-05-29,50,36,45.56
831,56,2023-05-29,115,37,10.1
832,57,2023-05-29,159,243,34.3
833,58,2023-05-29,131,72,16.73
834,60,2023-05-29,195,82,19.36
835,61,2023-05-29,158,74,46.21
836,63,2023-05-29,8,253,54.54
837,65,2023-05-29,187,71,49.9
838,68,2023-05-29,153,249,23.46
839,71,2023-05-29,146,22,40.46
840,72,2023-05-29,149,248,53.22
841,74,2023-05-29,167,159,37.76
842,75,2023-05-29,3,127,38.0
843,76,2023-05-29,4,47,18.36
844,77,2023-05-29,125,10,34.53
845,79,2023-05-29,53,255,29.72
846,80,2023-05-29,152,28,23.96
847,81,2023-05-29,29,192,34.11
848,82,2023-05-29,139,119,43.08
849,83,2023-05-29,92,59,40.44
850,84,2023-05-29,188,139,37.71
851,85,2023-05-29,100,209,23.71
852,86,2023-05-29,7,198,169.48
853,87,2023-05-29,108,97,111.78
854,88,2023-05-29,128,79,162.07
855,91,2023-05-29,54,93,89.93
856,93,2023-05-29,218,13,175.49
857,94,2023-05-29,212,53,101.19
858,96,2023-05-29,151,357,143.05
859,97,2023-05-29,40,79,101.53
860,98,2023-05-29,191,82,157.29
861,99,2023-05-29,68,177,188.52
862,101,2023-05-29,12,49,114.94
863,102,2023-05-29,73,198,178.91
864,103,2023-05-29,160,52,119.84
865,105,2023-05-29,58,37,102.4
866,106,2023-05-29,191,106,167.67
867,107,2023-05-29,118,174,147.77
868,110,2023-05-29,154,75,86.49
869,113,2023-05-29,179,297,77.63
870,114,2023-05-29,217,78,44.5
871,116,2023-05-29,173,138,116.42
872,117,2023-05-29,54,86,149.97
873,122,2023-05-29,18,88,29.81
874,123,2023-05-29,10,158,166.12
875,124,2023-05-29,92,84,41.26
876,125,2023-05-29,76,53,103.81
877,126,2023-05-29,48,104,132.74
878,127,2023-05-29,23,174,126.44
879,129,2023-05-29,206,104,121.32
880,130,2023-05-29,37,97,48.73
881,131,2023-05-29,129,95,33.58
882,132,2023-05-29,99,43,143.08
883,133,2023-05-29,75,156,69.79
884,134,2023-05-29,134,169,94.89
885,137,2023-05-29,31,66,161.74
886,138,2023-05-29,19,100,87.94
887,144,2023-05-29,99,85,153.18
888,146,2023-05-29,90,54,90.71
889,148,2023-05-29,42,126,39.69
890,149,2023-05-29,160,18,73.28
891,150,2023-05-29,5,98,58.26
892,153,2023-05-29,84,13,68.74
893,155,2023-05-29,59,58,112.11
894,156,2023-05-29,154,268,99.63
895,157,2023-05-29,156,408,46.95
896,158,2023-05-29,214,147,22.71
897,160,2023-05-29,153,81,99.92
898,161,2023-05-29,50,190,59.04
899,163,2023-05-29,117,169,64.6
900,166,2023-05-29,99,95,74.06
901,167,2023-05-29,11,120,61.61
902,169,2023-05-29,159,369,27.85
903,1,2023-06-05,22,402,46.01
904,3,2023-06-05,113,100,14.65
905,5,2023-06-05,118,176,36.47
906,8,2023-06-05,3,93,13.01
907,10,2023-06-05,203,136,14.9
908,11,2023-06-05,43,107,27.95
909,14,2023-06-05,81,95,32.55
910,15,2023-06-05,64,154,44.94
911,16,2023-06-05,19,216,39.0
912,17,2023-06-05,154,100,8.86
913,19,2023-06-05,93,68,46.15
914,25,2023-06-05,72,50,45.08
915,26,2023-06-05,218,107,25.75
916,27,2023-06-05,72,107,11.65
917,30,2023-06-05,59,80,35.93
918,31,2023-06-05,191,154,45.47
919,32,2023-06-05,108,76,37.11
920,33,2023-06-05,35,97,26.38
921,34,2023-06-05,217,96,44.57
922,36,2023-06-05,42,163,9.69
923,39,2023-06-05,71,95,33.34
924,40,2023-06-05,196,59,10.03
925,42,2023-06-05,17,140,39.49
926,45,2023-06-05,104,57,17.1
927,47,2023-06-05,154,154,10.05
928,48,2023-06-05,131,144,14.54
929,49,2023-06-05,220,154,50.36
930,50,2023-06-05,198,138,22.62
931,52,2023-06-05,146,59,20.81
932,53,2023-06-05,183,131,38.97
933,54,2023-06-05,95,88,25.12
934,56,2023-06-05,189,20,9.76
935,59,2023-06-05,79,53,50.63
936,60,2023-06-05,1,174,19.36
937,61,2023-06-05,159,189,46.13
938,63,2023-06-05,29,282,55.41
939,64,2023-06-05,124,56,18.15
940,67,2023-06-05,219,144,20.14
941,68,2023-06-05,121,252,23.37
942,69,2023-06-05,11,77,10.82
943,70,2023-06-05,98,55,50.75
944,72,2023-06-05,45,143,55.11
945,73,2023-06-05,211,87,37.0
946,74,2023-06-05,165,37,37.9
947,75,2023-06-05,64,111,38.85
948,78,2023-06-05,126,40,53.65
949,82,2023-06-05,181,253,42.81
950,84,2023-06-05,114,237,38.89
951,86,2023-06-05,148,77,166.67
952,87,2023-06-05,77,137,111.51
953,89,2023-06-05,12,31,163.7
954,90,2023-06-05,36,85,124.19
955,91,2023-06-05,156,189,90.23
956,96,2023-06-05,75,144,140.49
957,99,2023-06-05,119,64,188.72
958,101,2023-06-05,55,64,114.39
959,102,2023-06-05,134,234,181.83
960,103,2023-06-05,92,57,116.27
961,105,2023-06-05,124,15,101.96
962,106,2023-06-05,213,74,173.9
963,107,2023-06-05,13,149,150.89
964,108,2023-06-05,135,63,131.72
965,109,2023-06-05,211,90,191.24
966,114,2023-06-05,177,42,44.72
967,116,2023-06-05,68,222,118.02
968,117,2023-06-05,30,129,153.31
969,118,2023-06-05,60,79,68.47
970,119,2023-06-05,22,156,62.22
971,122,2023-06-05,128,81,29.62
972,123,2023-06-05,162,102,163.03
973,124,2023-06-05,163,58,41.98
974,125,2023-06-05,67,39,102.33
975,126,2023-06-05,72,140,134.64
976,127,2023-06-05,48,40,127.77
977,129,2023-06-05,99,88,120.32
978,130,2023-06-05,183,93,49.1
979,132,2023-06-05,23,135,141.38
980,133,2023-06-05,51,131,71.48
981,134,2023-06-05,118,115,97.75
982,136,2023-06-05,97,20,123.12
983,137,2023-06-05,2,49,163.34
984,138,2023-06-05,183,23,89.97
985,141,2023-06-05,138,126,111.36
986,143,2023-06-05,188,93,139.98
987,144,2023-06-05,188,112,153.2
988,145,2023-06-05,147,95,32.23
989,147,2023-06-05,5,52,64.23
990,148,2023-06-05,48,52,40.71
991,151,2023-06-05,110,63,84.3
992,154,2023-06-05,34,153,38.37
993,156,2023-06-05,40,172,95.29
994,157,2023-06-05,118,156,48.68
995,158,2023-06-05,138,147,23.69
996,161,2023-06-05,216,156,59.4
997,163,2023-06-05,2,105,64.71
998,164,2023-06-05,45,47,33.35
999,166,2023-06-05,12,45,76.29
1000,167,2023-06-05,109,53,60.85
1001,168,2023-06-05,134,187,46.63
1002,169,2023-06-05,178,102,27.86
1003,170,2023-06-05,189,22,43.36
1004,1,2023-06-12,195,226,46.06
1005,2,2023-06-12,169,36,18.18
1006,3,2023-06-12,122,151,14.68
1007,4,2023-06-12,117,129,8.18
1008,5,2023-06-12,57,56,37.32
1009,6,2023-06-12,163,40,11.79
1010,7,2023-06-12,155,12,46.63
1011,9,2023-06-12,88,291,20.23
1012,10,2023-06-12,190,147,15.46
1013,11,2023-06-12,145,111,28.26
1014,14,2023-06-12,173,82,33.33
1015,16,2023-06-12,41,441,37.35
1016,18,2023-06-12,174,59,24.15
1017,19,2023-06-12,133,49,45.54
1018,20,2023-06-12,55,95,19.34
1019,21,2023-06-12,49,63,12.79
1020,22,2023-06-12,164,114,16.75
1021,23,2023-06-12,67,46,38.88
1022,25,2023-06-12,147,67,44.09
1023,26,2023-06-12,104,149,25.2
1024,27,2023-06-12,23,144,11.82
1025,28,2023-06-12,46,52,43.75
1026,29,2023-06-12,208,37,33.51
1027,30,2023-06-12,54,66,35.21
1028,31,2023-06-12,6,92,45.09
1029,32,2023-06-12,210,72,36.83
1030,39,2023-06-12,4,129,32.92
1031,40,2023-06-12,196,47,10.26
1032,41,2023-06-12,158,12,52.08
1033,42,2023-06-12,128,127,39.35
1034,43,2023-06-12,9,27,34.75
1035,44,2023-06-12,18,84,51.15
1036,45,2023-06-12,71,21,17.02
1037,47,2023-06-12,198,142,9.58
1038,48,2023-06-12,179,126,14.58
1039,51,2023-06-12,85,195,42.42
1040,54,2023-06-12,108,59,25.47
1041,56,2023-06-12,64,66,9.79
1042,57,2023-06-12,117,235,34.31
1043,59,2023-06-12,138,102,50.82
1044,60,2023-06-12,126,85,19.61
1045,61,2023-06-12,141,124,46.42
1046,62,2023-06-12,147,45,45.62
1047,63,2023-06-12,169,257,54.86
1048,65,2023-06-12,95,71,50.93
1049,66,2023-06-12,203,29,45.49
1050,67,2023-06-12,180,101,20.48
1051,70,2023-06-12,33,115,50.02
1052,72,2023-06-12,105,300,53.97
1053,73,2023-06-12,137,53,37.41
1054,75,2023-06-12,171,88,37.54
1055,77,2023-06-12,173,68,33.64
1056,82,2023-06-12,43,97,42.62
1057,83,2023-06-12,204,11,41.27
1058,84,2023-06-12,169,147,38.64
1059,86,2023-06-12,53,165,163.93
1060,87,2023-06-12,108,83,112.38
1061,90,2023-06-12,52,279,121.52
1062,91,2023-06-12,177,44,92.49
1063,92,2023-06-12,114,171,143.85
1064,96,2023-06-12,15,234,141.09
1065,97,2023-06-12,59,72,99.3
1066,102,2023-06-12,211,122,181.53
1067,103,2023-06-12,194,31,120.04
1068,104,2023-06-12,126,48,115.46
1069,105,2023-06-12,75,46,102.42
1070,106,2023-06-12,61,85,168.62
1071,107,2023-06-12,96,129,152.38
1072,108,2023-06-12,173,72,132.73
1073,109,2023-06-12,214,124,188.43
1074,111,2023-06-12,3,126,101.18
1075,114,2023-06-12,197,47,44.02
1076,117,2023-06-12,173,156,150.97
1077,118,2023-06-12,43,72,70.1
1078,119,2023-06-12,84,76,61.58
1079,120,2023-06-12,63,99,141.61
1080,121,2023-06-12,20,81,27.35
1081,122,2023-06-12,207,118,29.22
1082,123,2023-06-12,23,162,159.87
1083,124,2023-06-12,97,45,42.16
1084,126,2023-06-12,89,94,135.49
1085,127,2023-06-12,177,88,128.2
1086,128,2023-06-12,125,51,36.09
1087,129,2023-06-12,214,148,120.09
1088,132,2023-06-12,187,71,141.98
1089,133,2023-06-12,64,302,69.92
1090,134,2023-06-12,204,59,93.39
1091,135,2023-06-12,140,88,34.23
1092,136,2023-06-12,75,60,124.68
1093,139,2023-06-12,132,100,67.17
1094,141,2023-06-12,180,68,108.27
1095,143,2023-06-12,120,91,135.98
1096,144,2023-06-12,163,106,148.14
1097,145,2023-06-12,92,64,32.35
1098,147,2023-06-12,200,99,66.84
1099,148,2023-06-12,205,160,39.31
1100,149,2023-06-12,146,47,72.99
1101,150,2023-06-12,38,99,58.56
1102,152,2023-06-12,45,47,30.21
1103,157,2023-06-12,139,137,47.39
1104,158,2023-06-12,85,366,22.9
1105,159,2023-06-12,183,93,108.04
1106,160,2023-06-12,100,129,98.78
1107,163,2023-06-12,32,219,67.01
1108,164,2023-06-12,45,74,33.37
1109,167,2023-06-12,55,124,61.96
1110,168,2023-06-12,190,221,48.74
1111,169,2023-06-12,8,210,27.54
1112,170,2023-06-12,142,19,43.98
1113,1,2023-06-19,152,105,46.22
1114,2,2023-06-19,78,82,18.32
1115,4,2023-06-19,37,89,8.29
1116,8,2023-06-19,7,114,13.24
1117,9,2023-06-19,189,87,20.49
1118,10,2023-06-19,81,128,15.28
1119,11,2023-06-19,40,262,28.94
1120,13,2023-06-19,217,66,40.74
1121,14,2023-06-19,184,69,32.99
1122,15,2023-06-19,36,125,44.35
1123,16,2023-06-19,169,212,38.85
1124,18,2023-06-19,5,12,24.1
1125,19,2023-06-19,95,84,47.48
1126,20,2023-06-19,182,113,18.82
1127,22,2023-06-19,52,184,16.31
1128,24,2023-06-19,14,60,33.13
1129,25,2023-06-19,164,95,44.73
1130,26,2023-06-19,99,101,24.83
1131,30,2023-06-19,112,40,34.58
1132,32,2023-06-19,73,82,35.81
1133,36,2023-06-19,132,122,10.06
1134,39,2023-06-19,17,134,33.64
1135,40,2023-06-19,84,50,10.03
1136,41,2023-06-19,5,60,53.55
1137,42,2023-06-19,173,223,38.7
1138,43,2023-06-19,124,49,35.14
1139,44,2023-06-19,110,221,50.64
1140,47,2023-06-19,13,56,10.06
1141,49,2023-06-19,147,47,50.97
1142,50,2023-06-19,216,180,22.38
1143,52,2023-06-19,152,53,21.35
1144,54,2023-06-19,77,91,25.05
1145,57,2023-06-19,121,297,35.9
1146,61,2023-06-19,135,44,45.6
1147,63,2023-06-19,76,132,56.35
1148,66,2023-06-19,99,22,47.8
1149,67,2023-06-19,55,235,19.65
1150,70,2023-06-19,189,89,49.76
1151,73,2023-06-19,35,75,37.13
1152,75,2023-06-19,51,90,37.26
1153,80,2023-06-19,218,56,24.07
1154,82,2023-06-19,212,92,41.77
1155,83,2023-06-19,205,48,41.0
1156,84,2023-06-19,165,230,37.6
1157,86,2023-06-19,161,82,166.18
1158,87,2023-06-19,15,239,110.4
1159,88,2023-06-19,11,169,169.86
1160,90,2023-06-19,13,98,124.03
1161,92,2023-06-19,154,154,143.37
1162,93,2023-06-19,140,45,172.91
1163,96,2023-06-19,63,217,144.71
1164,97,2023-06-19,101,61,100.44
1165,99,2023-06-19,165,108,182.25
1166,100,2023-06-19,161,73,141.72
1167,101,2023-06-19,135,30,119.42
1168,102,2023-06-19,174,117,180.26
1169,103,2023-06-19,176,15,121.0
1170,105,2023-06-19,88,102,102.66
1171,107,2023-06-19,120,85,147.91
1172,109,2023-06-19,50,194,185.39
1173,111,2023-06-19,89,68,99.82
1174,115,2023-06-19,103,91,98.71
1175,116,2023-06-19,107,151,121.01
1176,120,2023-06-19,82,154,144.88
1177,122,2023-06-19,7,405,29.37
1178,124,2023-06-19,20,153,42.95
1179,126,2023-06-19,47,255,138.32
1180,127,2023-06-19,132,122,126.37
1181,128,2023-06-19,136,96,35.92
1182,129,2023-06-19,58,86,123.08
1183,130,2023-06-19,66,79,48.24
1184,132,2023-06-19,58,41,139.44
1185,133,2023-06-19,105,534,70.95
1186,134,2023-06-19,152,94,93.77
1187,136,2023-06-19,43,35,124.78
1188,137,2023-06-19,19,131,169.09
1189,138,2023-06-19,6,33,86.85
1190,141,2023-06-19,97,52,113.98
1191,143,2023-06-19,83,76,139.58
1192,144,2023-06-19,58,136,154.45
1193,145,2023-06-19,62,104,32.52
1194,146,2023-06-19,148,140,92.65
1195,148,2023-06-19,145,100,39.31
1196,149,2023-06-19,155,41,72.14
1197,152,2023-06-19,172,77,30.72
1198,153,2023-06-19,90,28,68.78
1199,154,2023-06-19,13,84,38.98
1200,155,2023-06-19,88,192,112.78
1201,156,2023-06-19,45,147,96.58
1202,157,2023-06-19,25,149,47.55
1203,158,2023-06-19,27,118,23.6
1204,161,2023-06-19,86,85,61.78
1205,163,2023-06-19,57,81,66.83
1206,166,2023-06-19,105,276,73.42
1207,168,2023-06-19,134,241,47.01
1208,169,2023-06-19,178,114,28.09
1209,1,2023-06-26,193,81,44.39
1210,4,2023-06-26,85,222,8.56
1211,5,2023-06-26,125,84,37.99
1212,6,2023-06-26,73,104,12.03
1213,7,2023-06-26,18,41,45.66
1214,8,2023-06-26,44,24,13.46
1215,9,2023-06-26,70,55,20.54
1216,10,2023-06-26,95,144,15.45
1217,14,2023-06-26,36,64,32.69
1218,15,2023-06-26,189,122,43.5
1219,16,2023-06-26,137,147,37.2
1220,17,2023-06-26,79,66,8.95
1221,18,2023-06-26,102,12,23.95
1222,21,2023-06-26,206,42,13.11
1223,24,2023-06-26,179,237,32.38
1224,25,2023-06-26,82,88,43.29
1225,27,2023-06-26,12,112,11.69
1226,28,2023-06-26,94,75,45.26
1227,31,2023-06-26,158,137,45.52
1228,35,2023-06-26,177,79,29.83
1229,36,2023-06-26,194,81,9.99
1230,38,2023-06-26,168,61,30.23
1231,39,2023-06-26,81,136,32.81
1232,42,2023-06-26,65,132,39.34
1233,44,2023-06-26,30,151,49.77
1234,45,2023-06-26,155,13,16.64
1235,48,2023-06-26,81,93,14.19
1236,49,2023-06-26,60,135,51.26
1237,50,2023-06-26,204,79,23.01
1238,54,2023-06-26,12,64,25.33
1239,59,2023-06-26,172,79,53.07
1240,61,2023-06-26,30,144,45.96
1241,62,2023-06-26,182,73,46.03
1242,63,2023-06-26,13,112,55.54
1243,64,2023-06-26,114,77,17.88
1244,65,2023-06-26,209,126,50.16
1245,66,2023-06-26,3,81,47.23
1246,67,2023-06-26,170,128,19.47
1247,68,2023-06-26,219,84,24.32
1248,71,2023-06-26,194,41,40.64
1249,74,2023-06-26,36,16,36.95
1250,75,2023-06-26,6,89,38.57
1251,76,2023-06-26,197,49,18.56
1252,77,2023-06-26,69,52,33.48
1253,78,2023-06-26,32,27,52.46
1254,79,2023-06-26,169,97,29.54
1255,81,2023-06-26,126,71,33.82
1256,82,2023-06-26,43,87,41.67
1257,84,2023-06-26,23,187,37.9
1258,87,2023-06-26,186,132,109.84
1259,88,2023-06-26,110,99,164.07
1260,89,2023-06-26,31,13,162.14
1261,91,2023-06-26,32,122,89.86
1262,92,2023-06-26,20,176,141.51
1263,94,2023-06-26,211,70,102.16
1264,95,2023-06-26,152,52,111.4
1265,96,2023-06-26,173,217,141.85
1266,97,2023-06-26,169,122,101.0
1267,101,2023-06-26,53,63,114.38
1268,102,2023-06-26,213,99,178.11
1269,103,2023-06-26,213,45,118.36
1270,107,2023-06-26,53,294,151.04
1271,109,2023-06-26,59,119,191.3
1272,111,2023-06-26,206,95,97.97
1273,112,2023-06-26,68,149,94.7
1274,114,2023-06-26,66,135,44.79
1275,115,2023-06-26,68,270,100.76
1276,118,2023-06-26,140,172,66.88
1277,120,2023-06-26,89,86,147.38
1278,122,2023-06-26,140,252,29.05
1279,123,2023-06-26,137,75,162.35
1280,124,2023-06-26,66,172,42.95
1281,125,2023-06-26,89,17,104.31
1282,126,2023-06-26,5,111,133.41
1283,127,2023-06-26,182,104,124.68
1284,129,2023-06-26,136,128,118.8
1285,130,2023-06-26,122,102,48.01
1286,131,2023-06-26,202,73,34.07
1287,132,2023-06-26,188,86,141.78
1288,133,2023-06-26,122,274,72.36
1289,134,2023-06-26,42,129,95.38
1290,135,2023-06-26,103,18,34.11
1291,137,2023-06-26,31,88,165.1
1292,141,2023-06-26,10,97,108.55
1293,143,2023-06-26,69,88,139.53
1294,144,2023-06-26,215,234,148.14
1295,145,2023-06-26,18,66,31.36
1296,146,2023-06-26,160,40,90.59
1297,147,2023-06-26,125,65,64.47
1298,148,2023-06-26,112,64,39.49
1299,150,2023-06-26,220,122,59.95
1300,151,2023-06-26,78,30,83.97
1301,152,2023-06-26,80,102,30.93
1302,154,2023-06-26,110,120,38.36
1303,155,2023-06-26,213,93,113.82
1304,156,2023-06-26,77,121,99.75
1305,157,2023-06-26,107,208,46.41
1306,158,2023-06-26,3,144,23.75
1307,159,2023-06-26,60,129,107.36
1308,161,2023-06-26,17,115,61.8
1309,163,2023-06-26,10,190,66.68
1310,164,2023-06-26,103,51,33.16
1311,165,2023-06-26,207,84,110.22
1312,166,2023-06-26,10,95,73.39
1313,167,2023-06-26,159,207,62.76
1314,168,2023-06-26,73,207,48.52
1315,3,2023-07-03,16,162,14.74
1316,4,2023-07-03,76,63,8.31
1317,5,2023-07-03,147,86,37.11
1318,7,2023-07-03,215,50,46.16
1319,8,2023-07-03,69,37,13.16
1320,9,2023-07-03,77,69,21.03
1321,10,2023-07-03,75,98,15.55
1322,11,2023-07-03,184,106,28.85
1323,12,2023-07-03,4,44,34.37
1324,13,2023-07-03,144,129,40.9
1325,14,2023-07-03,171,63,32.68
1326,15,2023-07-03,68,396,44.84
1327,16,2023-07-03,216,187,38.7
1328,17,2023-07-03,68,294,8.96
1329,19,2023-07-03,128,92,45.65
1330,23,2023-07-03,95,78,38.68
1331,24,2023-07-03,15,176,32.77
1332,25,2023-07-03,206,71,44.97
1333,26,2023-07-03,150,148,25.98
1334,27,2023-07-03,26,249,11.71
1335,28,2023-07-03,33,81,44.02
1336,30,2023-07-03,195,108,34.75
1337,31,2023-07-03,14,81,46.98
1338,32,2023-07-03,170,72,37.12
1339,33,2023-07-03,211,86,25.66
1340,34,2023-07-03,143,94,45.41
1341,35,2023-07-03,109,93,29.25
1342,36,2023-07-03,164,109,9.65
1343,38,2023-07-03,35,153,28.93
1344,39,2023-07-03,187,83,32.36
1345,42,2023-07-03,155,134,38.75
1346,44,2023-07-03,86,95,51.51
1347,47,2023-07-03,102,77,9.66
1348,49,2023-07-03,116,43,51.73
1349,53,2023-07-03,38,53,38.68
1350,54,2023-07-03,202,129,25.23
1351,55,2023-07-03,181,82,45.27
1352,57,2023-07-03,174,135,34.35
1353,59,2023-07-03,151,285,52.24
1354,60,2023-07-03,60,172,19.11
1355,63,2023-07-03,124,98,55.26
1356,65,2023-07-03,133,93,51.22
1357,67,2023-07-03,211,97,20.46
1358,70,2023-07-03,139,78,51.38
1359,72,2023-07-03,115,122,54.11
1360,79,2023-07-03,148,99,29.32
1361,81,2023-07-03,146,85,32.79
1362,82,2023-07-03,171,112,41.28
1363,84,2023-07-03,184,150,37.92
1364,86,2023-07-03,58,46,162.32
1365,87,2023-07-03,54,86,111.59
1366,88,2023-07-03,183,162,163.4
1367,89,2023-07-03,120,46,159.28
1368,92,2023-07-03,137,55,142.95
1369,93,2023-07-03,60,61,169.55
1370,96,2023-07-03,82,248,140.46
1371,97,2023-07-03,168,82,101.14
1372,98,2023-07-03,191,169,155.28
1373,99,2023-07-03,119,94,182.28
1374,101,2023-07-03,170,30,118.98
1375,102,2023-07-03,164,127,175.99
1376,107,2023-07-03,169,158,152.29
1377,108,2023-07-03,183,73,130.01
1378,109,2023-07-03,85,327,190.09
1379,111,2023-07-03,166,91,99.56
1380,114,2023-07-03,72,45,43.38
1381,116,2023-07-03,102,66,121.49
1382,119,2023-07-03,77,75,60.12
1383,120,2023-07-03,49,52,143.37
1384,121,2023-07-03,160,44,27.09
1385,122,2023-07-03,79,103,29.69
1386,123,2023-07-03,172,73,159.34
1387,126,2023-07-03,56,115,136.37
1388,128,2023-07-03,211,64,35.58
1389,129,2023-07-03,199,268,124.29
1390,133,2023-07-03,38,188,70.89
1391,140,2023-07-03,189,19,150.21
1392,141,2023-07-03,199,153,109.01
1393,143,2023-07-03,150,99,139.27
1394,144,2023-07-03,219,135,152.39
1395,146,2023-07-03,52,183,88.21
1396,148,2023-07-03,162,73,38.84
1397,150,2023-07-03,40,104,60.31
1398,153,2023-07-03,105,126,68.92
1399,156,2023-07-03,24,129,96.56
1400,157,2023-07-03,72,104,47.28
1401,158,2023-07-03,18,106,22.91
1402,159,2023-07-03,52,182,108.08
1403,161,2023-07-03,85,381,60.77
1404,162,2023-07-03,55,102,108.79
1405,163,2023-07-03,107,262,64.42
1406,164,2023-07-03,88,210,33.23
1407,165,2023-07-03,112,65,110.47
1408,167,2023-07-03,49,55,62.11
1409,168,2023-07-03,143,132,47.25
1410,170,2023-07-03,190,106,43.69
1411,1,2023-07-10,160,133,44.36
1412,3,2023-07-10,122,95,14.71
1413,4,2023-07-10,164,61,8.52
1414,8,2023-07-10,67,13,13.13
1415,10,2023-07-10,77,125,15.59
1416,15,2023-07-10,125,117,43.66
1417,16,2023-07-10,220,203,37.28
1418,17,2023-07-10,145,84,8.92
1419,21,2023-07-10,106,94,12.79
1420,22,2023-07-10,58,51,17.0
1421,23,2023-07-10,138,154,39.25
1422,24,2023-07-10,209,201,33.22
1423,25,2023-07-10,200,138,44.49
1424,26,2023-07-10,17,130,25.83
1425,27,2023-07-10,174,129,11.9
1426,28,2023-07-10,185,68,44.49
1427,31,2023-07-10,144,112,45.06
1428,32,2023-07-10,124,55,37.32
1429,33,2023-07-10,157,66,26.4
1430,34,2023-07-10,214,63,44.87
1431,36,2023-07-10,90,92,10.05
1432,38,2023-07-10,15,104,29.21
1433,39,2023-07-10,199,158,33.93
1434,42,2023-07-10,110,151,38.59
1435,43,2023-07-10,123,72,34.37
1436,46,2023-07-10,134,64,38.89
1437,48,2023-07-10,104,147,14.67
1438,49,2023-07-10,92,86,50.17
1439,51,2023-07-10,85,123,41.2
1440,59,2023-07-10,59,51,51.93
1441,60,2023-07-10,124,74,19.67
1442,61,2023-07-10,87,45,46.43
1443,64,2023-07-10,66,109,17.91
1444,65,2023-07-10,170,80,51.05
